,Date,variable,value
998,1997-01-01,San Jose,110.8
999,1997-04-01,San Jose,115.93
1000,1997-07-01,San Jose,119.36
1001,1997-10-01,San Jose,122.33
1002,1998-01-01,San Jose,125.98
1003,1998-04-01,San Jose,131.24
1004,1998-07-01,San Jose,136.4
1005,1998-10-01,San Jose,138.38
1006,1999-01-01,San Jose,140.08
1007,1999-04-01,San Jose,144.43
1008,1999-07-01,San Jose,151.84
1009,1999-10-01,San Jose,157.56
1010,2000-01-01,San Jose,170.69
1011,2000-04-01,San Jose,184.09
1012,2000-07-01,San Jose,195.14
1013,2000-10-01,San Jose,203.32
1014,2001-01-01,San Jose,210.54
1015,2001-04-01,San Jose,214.37
1016,2001-07-01,San Jose,211.16
1017,2001-10-01,San Jose,204.99
1018,2002-01-01,San Jose,205.1
1019,2002-04-01,San Jose,210.36
1020,2002-07-01,San Jose,214.17
1021,2002-10-01,San Jose,216.0
1022,2003-01-01,San Jose,215.91
1023,2003-04-01,San Jose,215.32
1024,2003-07-01,San Jose,215.95
1025,2003-10-01,San Jose,220.53
1026,2004-01-01,San Jose,223.31
1027,2004-04-01,San Jose,231.75
1028,2004-07-01,San Jose,249.2
1029,2004-10-01,San Jose,254.82
1030,2005-01-01,San Jose,266.45
1031,2005-04-01,San Jose,286.61
1032,2005-07-01,San Jose,296.9
1033,2005-10-01,San Jose,308.76
1034,2006-01-01,San Jose,311.16
1035,2006-04-01,San Jose,316.4
1036,2006-07-01,San Jose,318.92
1037,2006-10-01,San Jose,317.08
1038,2007-01-01,San Jose,310.89
1039,2007-04-01,San Jose,314.35
1040,2007-07-01,San Jose,308.4
1041,2007-10-01,San Jose,301.7
1042,2008-01-01,San Jose,292.9
1043,2008-04-01,San Jose,279.66
1044,2008-07-01,San Jose,265.12
1045,2008-10-01,San Jose,257.77
1046,2009-01-01,San Jose,250.82
1047,2009-04-01,San Jose,237.84
1048,2009-07-01,San Jose,234.59
1049,2009-10-01,San Jose,236.6
1050,2010-01-01,San Jose,237.86
1051,2010-04-01,San Jose,240.38
1052,2010-07-01,San Jose,241.49
1053,2010-10-01,San Jose,239.42
1054,2011-01-01,San Jose,234.33
1055,2011-04-01,San Jose,234.22
1056,2011-07-01,San Jose,234.87
1057,2011-10-01,San Jose,234.09
1058,2012-01-01,San Jose,232.65
1059,2012-04-01,San Jose,236.73
1060,2012-07-01,San Jose,243.57
1061,2012-10-01,San Jose,250.24
1062,2013-01-01,San Jose,257.17
1063,2013-04-01,San Jose,270.39
1064,2013-07-01,San Jose,288.43
1065,2013-10-01,San Jose,294.24
1066,2014-01-01,San Jose,300.1
1067,2014-04-01,San Jose,311.75
1068,2014-07-01,San Jose,319.97
1069,2014-10-01,San Jose,323.99
1070,2015-01-01,San Jose,328.18
1071,2015-04-01,San Jose,342.77
1072,2015-07-01,San Jose,356.1
1073,2015-10-01,San Jose,361.69
1074,2016-01-01,San Jose,366.11
1075,2016-04-01,San Jose,376.08
1076,2016-07-01,San Jose,380.84
1077,2016-10-01,San Jose,383.11
1078,2017-01-01,San Jose,389.16
1079,2017-04-01,San Jose,396.97
1080,2017-07-01,San Jose,407.11
1081,2017-10-01,San Jose,415.68
1082,2018-01-01,San Jose,433.66
1083,2018-04-01,San Jose,452.31
1084,2018-07-01,San Jose,459.59
1085,2018-10-01,San Jose,456.18
1086,2019-01-01,San Jose,450.87
1087,2019-04-01,San Jose,452.7
1088,2019-07-01,San Jose,452.71
